,cv_step,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
247,0,0.7,simple,1.05,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
248,0,0.7,simple,1.1,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
249,0,0.7,simple,1.1,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
250,0,0.7,simple,1.1,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
251,0,0.7,simple,1.1,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
252,0,0.7,simple,1.15,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
253,0,0.7,simple,1.15,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
254,0,0.7,simple,1.15,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
255,0,0.7,simple,1.15,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
256,0,0.7,simple,1.2,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
257,0,0.7,simple,1.2,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
258,0,0.7,simple,1.2,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
259,0,0.7,simple,1.2,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
260,0,0.7,daytime,1.0,1,0.49,0.038,1.0,1.0,90.5,90.5,90.5
261,0,0.7,daytime,1.0,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
262,0,0.7,daytime,1.0,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
263,0,0.7,daytime,1.0,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
264,0,0.7,daytime,1.05,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
265,0,0.7,daytime,1.05,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
266,0,0.7,daytime,1.05,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
267,0,0.7,daytime,1.05,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
