alpha,max_iter,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.999,2000,simple,1.05,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.05,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.05,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.05,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.05,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,0.1,3,2,0.826,0.664,0.988,0.982,9.271,20.932,0.0
0.999,2000,simple,1.1,0.1,5,2,0.824,0.659,0.988,0.982,10.07,21.399,0.0
0.999,2000,simple,1.1,0.1,7,2,0.822,0.651,0.992,0.987,9.822,19.173,0.0
0.999,2000,simple,1.1,0.2,3,2,0.796,0.591,1.0,1.0,5.796,12.177,0.0
0.999,2000,simple,1.1,0.2,5,2,0.792,0.583,1.0,1.0,6.629,13.521,0.0
0.999,2000,simple,1.1,0.2,7,2,0.788,0.575,1.0,1.0,6.956,13.816,0.1
0.999,2000,simple,1.1,0.3,3,2,0.772,0.543,1.0,1.0,6.672,15.084,0.0
0.999,2000,simple,1.1,0.3,5,2,0.768,0.535,1.0,1.0,6.812,14.976,0.0
0.999,2000,simple,1.1,0.3,7,2,0.766,0.531,1.0,1.0,6.34,13.203,0.0
0.999,2000,simple,1.1,0.4,3,2,0.756,0.51,1.0,1.0,5.06,10.994,0.0
0.999,2000,simple,1.1,0.4,5,2,0.748,0.494,1.0,1.0,6.061,12.554,0.0
0.999,2000,simple,1.1,0.4,7,2,0.744,0.486,1.0,1.0,6.205,12.695,0.0
0.999,2000,simple,1.1,0.5,3,2,0.73,0.456,1.0,1.0,5.477,13.011,0.0
0.999,2000,simple,1.1,0.5,5,2,0.726,0.448,1.0,1.0,8.266,21.207,0.0
0.999,2000,simple,1.1,0.5,7,2,0.724,0.444,1.0,1.0,7.616,18.51,0.0
0.999,2000,simple,1.1,0.6,3,2,0.668,0.332,1.0,1.0,3.983,10.1,0.0
0.999,2000,simple,1.1,0.6,5,2,0.666,0.328,1.0,1.0,5.454,12.419,0.0
0.999,2000,simple,1.1,0.6,7,2,0.666,0.328,1.0,1.0,6.454,15.101,0.0
0.999,2000,simple,1.1,0.7,3,2,0.628,0.25,1.0,1.0,4.326,11.936,0.0
0.999,2000,simple,1.1,0.7,5,2,0.626,0.246,1.0,1.0,6.308,16.204,0.0
0.999,2000,simple,1.1,0.7,7,2,0.626,0.246,1.0,1.0,6.939,18.378,0.0
0.999,2000,simple,1.1,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,simple,1.1,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,simple,1.1,0.8,7,2,0.586,0.165,1.0,1.0,2.872,6.457,0.0
0.999,2000,simple,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,0.1,3,2,0.824,0.651,0.996,0.994,8.66,18.131,0.0
0.999,2000,simple,1.15,0.1,5,2,0.822,0.647,0.996,0.994,9.465,18.988,0.0
0.999,2000,simple,1.15,0.1,7,2,0.82,0.643,0.996,0.994,9.302,18.7,0.1
0.999,2000,simple,1.15,0.2,3,2,0.792,0.583,1.0,1.0,5.679,12.139,0.0
0.999,2000,simple,1.15,0.2,5,2,0.788,0.575,1.0,1.0,6.581,13.486,0.0
0.999,2000,simple,1.15,0.2,7,2,0.786,0.571,1.0,1.0,7.607,15.953,0.1
0.999,2000,simple,1.15,0.3,3,2,0.768,0.535,1.0,1.0,5.469,13.12,0.0
0.999,2000,simple,1.15,0.3,5,2,0.766,0.531,1.0,1.0,6.452,14.567,0.0
0.999,2000,simple,1.15,0.3,7,2,0.764,0.526,1.0,1.0,5.951,12.072,0.0
0.999,2000,simple,1.15,0.4,3,2,0.746,0.489,1.0,1.0,5.098,11.084,0.0
0.999,2000,simple,1.15,0.4,5,2,0.744,0.485,1.0,1.0,6.144,12.627,0.0
0.999,2000,simple,1.15,0.4,7,2,0.742,0.481,1.0,1.0,6.263,12.769,0.0
0.999,2000,simple,1.15,0.5,3,2,0.728,0.453,1.0,1.0,5.459,13.049,0.0
0.999,2000,simple,1.15,0.5,5,2,0.724,0.444,1.0,1.0,9.043,22.926,0.0
0.999,2000,simple,1.15,0.5,7,2,0.72,0.435,1.0,1.0,6.857,14.522,0.0
0.999,2000,simple,1.15,0.6,3,2,0.668,0.332,1.0,1.0,4.008,10.093,0.0
0.999,2000,simple,1.15,0.6,5,2,0.666,0.328,1.0,1.0,5.491,12.405,0.0
0.999,2000,simple,1.15,0.6,7,2,0.662,0.319,1.0,1.0,5.581,12.467,0.0
0.999,2000,simple,1.15,0.7,3,2,0.628,0.25,1.0,1.0,4.326,11.936,0.0
0.999,2000,simple,1.15,0.7,5,2,0.626,0.246,1.0,1.0,6.961,18.432,0.0
0.999,2000,simple,1.15,0.7,7,2,0.624,0.242,1.0,1.0,7.103,18.599,0.0
0.999,2000,simple,1.15,0.8,3,2,0.586,0.165,1.0,1.0,1.246,2.742,0.0
0.999,2000,simple,1.15,0.8,5,2,0.586,0.165,1.0,1.0,3.141,6.927,0.0
0.999,2000,simple,1.15,0.8,7,2,0.586,0.165,1.0,1.0,6.084,13.062,0.0
0.999,2000,simple,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,0.1,3,2,0.82,0.642,0.996,0.994,8.565,19.488,0.0
0.999,2000,simple,1.2,0.1,5,2,0.816,0.635,0.996,0.994,8.833,19.384,0.0
0.999,2000,simple,1.2,0.1,7,2,0.81,0.623,0.996,0.994,8.497,18.173,0.0
0.999,2000,simple,1.2,0.2,3,2,0.788,0.575,1.0,1.0,6.442,14.454,0.0
0.999,2000,simple,1.2,0.2,5,2,0.786,0.571,1.0,1.0,7.914,16.728,0.0
0.999,2000,simple,1.2,0.2,7,2,0.78,0.559,1.0,1.0,7.469,15.465,0.1
0.999,2000,simple,1.2,0.3,3,2,0.766,0.53,1.0,1.0,4.794,10.48,0.0
0.999,2000,simple,1.2,0.3,5,2,0.764,0.526,1.0,1.0,5.774,12.015,0.0
0.999,2000,simple,1.2,0.3,7,2,0.762,0.522,1.0,1.0,5.971,12.094,0.0
0.999,2000,simple,1.2,0.4,3,2,0.744,0.486,1.0,1.0,5.037,11.181,0.0
0.999,2000,simple,1.2,0.4,5,2,0.742,0.481,1.0,1.0,6.091,12.724,0.0
0.999,2000,simple,1.2,0.4,7,2,0.742,0.481,1.0,1.0,6.565,13.786,0.0
0.999,2000,simple,1.2,0.5,3,2,0.726,0.448,1.0,1.0,7.778,22.185,0.0
0.999,2000,simple,1.2,0.5,5,2,0.722,0.44,1.0,1.0,8.006,19.333,0.0
0.999,2000,simple,1.2,0.5,7,2,0.72,0.435,1.0,1.0,6.857,14.522,0.0
0.999,2000,simple,1.2,0.6,3,2,0.666,0.328,1.0,1.0,4.055,10.118,0.0
0.999,2000,simple,1.2,0.6,5,2,0.66,0.315,1.0,1.0,5.648,12.516,0.0
0.999,2000,simple,1.2,0.6,7,2,0.66,0.315,1.0,1.0,5.648,12.516,0.0
0.999,2000,simple,1.2,0.7,3,2,0.628,0.25,1.0,1.0,4.372,11.922,0.0
0.999,2000,simple,1.2,0.7,5,2,0.626,0.246,1.0,1.0,7.045,18.468,0.0
0.999,2000,simple,1.2,0.7,7,2,0.622,0.238,1.0,1.0,6.609,17.741,0.0
0.999,2000,simple,1.2,0.8,3,2,0.586,0.165,1.0,1.0,4.569,9.589,0.0
0.999,2000,simple,1.2,0.8,5,2,0.586,0.165,1.0,1.0,6.574,13.285,0.0
0.999,2000,simple,1.2,0.8,7,2,0.586,0.165,1.0,1.0,6.574,13.285,0.0
0.999,2000,simple,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,0.1,3,2,0.864,0.753,0.977,0.968,7.888,19.209,0.0
1.332,2000,daytime,1.0,0.1,5,2,0.86,0.74,0.981,0.974,10.402,25.605,0.2
1.332,2000,daytime,1.0,0.1,7,2,0.858,0.736,0.981,0.973,9.869,19.912,0.4
1.332,2000,daytime,1.0,0.2,3,2,0.816,0.639,0.992,0.987,7.007,17.015,0.0
1.332,2000,daytime,1.0,0.2,5,2,0.812,0.627,0.996,0.994,6.678,12.81,0.0
1.332,2000,daytime,1.0,0.2,7,2,0.81,0.619,1.0,1.0,7.316,14.46,0.1
1.332,2000,daytime,1.0,0.3,3,2,0.806,0.612,1.0,1.0,6.423,12.74,0.0
1.332,2000,daytime,1.0,0.3,5,2,0.802,0.603,1.0,1.0,8.152,17.394,0.0
1.332,2000,daytime,1.0,0.3,7,2,0.8,0.599,1.0,1.0,7.553,16.019,0.0
1.332,2000,daytime,1.0,0.4,3,2,0.78,0.558,1.0,1.0,6.661,17.279,0.0
1.332,2000,daytime,1.0,0.4,5,2,0.774,0.545,1.0,1.0,7.229,18.144,0.0
1.332,2000,daytime,1.0,0.4,7,2,0.772,0.542,1.0,1.0,7.599,18.715,0.0
1.332,2000,daytime,1.0,0.5,3,2,0.76,0.517,1.0,1.0,8.456,21.94,0.0
1.332,2000,daytime,1.0,0.5,5,2,0.756,0.509,1.0,1.0,9.475,23.397,0.0
1.332,2000,daytime,1.0,0.5,7,2,0.752,0.502,1.0,1.0,8.491,21.245,0.0
1.332,2000,daytime,1.0,0.6,3,2,0.71,0.417,1.0,1.0,8.573,21.083,0.0
1.332,2000,daytime,1.0,0.6,5,2,0.7,0.395,1.0,1.0,10.5,23.726,0.0
1.332,2000,daytime,1.0,0.6,7,2,0.698,0.391,1.0,1.0,11.938,26.807,0.0
1.332,2000,daytime,1.0,0.7,3,2,0.648,0.291,1.0,1.0,6.806,16.416,0.0
1.332,2000,daytime,1.0,0.7,5,2,0.642,0.279,1.0,1.0,5.756,11.611,0.0
1.332,2000,daytime,1.0,0.7,7,2,0.64,0.275,1.0,1.0,7.654,16.737,0.0
1.332,2000,daytime,1.0,0.8,3,2,0.588,0.169,1.0,1.0,1.12,2.616,0.0
1.332,2000,daytime,1.0,0.8,5,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.0,0.8,7,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.0,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,0.1,3,2,0.866,0.748,0.985,0.979,7.654,15.864,0.4
1.332,2000,daytime,1.05,0.1,5,2,0.858,0.732,0.985,0.978,8.837,19.087,0.4
1.332,2000,daytime,1.05,0.1,7,2,0.858,0.732,0.985,0.978,9.725,20.095,0.4
1.332,2000,daytime,1.05,0.2,3,2,0.816,0.631,1.0,1.0,6.024,11.779,0.0
1.332,2000,daytime,1.05,0.2,5,2,0.812,0.623,1.0,1.0,6.801,12.96,0.0
1.332,2000,daytime,1.05,0.2,7,2,0.806,0.611,1.0,1.0,6.22,11.907,0.0
1.332,2000,daytime,1.05,0.3,3,2,0.802,0.603,1.0,1.0,6.465,13.389,0.0
1.332,2000,daytime,1.05,0.3,5,2,0.796,0.591,1.0,1.0,6.648,13.135,0.0
1.332,2000,daytime,1.05,0.3,7,2,0.794,0.587,1.0,1.0,6.673,13.013,0.0
1.332,2000,daytime,1.05,0.4,3,2,0.776,0.55,1.0,1.0,9.135,28.173,0.0
1.332,2000,daytime,1.05,0.4,5,2,0.772,0.542,1.0,1.0,8.599,21.524,0.0
1.332,2000,daytime,1.05,0.4,7,2,0.768,0.534,1.0,1.0,7.205,16.365,0.1
1.332,2000,daytime,1.05,0.5,3,2,0.758,0.513,1.0,1.0,8.556,22.4,0.0
1.332,2000,daytime,1.05,0.5,5,2,0.75,0.498,1.0,1.0,7.132,16.005,0.0
1.332,2000,daytime,1.05,0.5,7,2,0.748,0.494,1.0,1.0,7.345,16.392,0.0
1.332,2000,daytime,1.05,0.6,3,2,0.706,0.408,1.0,1.0,8.726,21.325,0.0
1.332,2000,daytime,1.05,0.6,5,2,0.698,0.391,1.0,1.0,10.58,23.797,0.0
1.332,2000,daytime,1.05,0.6,7,2,0.696,0.387,1.0,1.0,9.86,22.212,0.0
1.332,2000,daytime,1.05,0.7,3,2,0.646,0.287,1.0,1.0,3.701,9.597,0.0
1.332,2000,daytime,1.05,0.7,5,2,0.64,0.275,1.0,1.0,5.81,11.641,0.0
1.332,2000,daytime,1.05,0.7,7,2,0.64,0.275,1.0,1.0,7.654,16.737,0.0
1.332,2000,daytime,1.05,0.8,3,2,0.588,0.169,1.0,1.0,1.12,2.616,0.0
1.332,2000,daytime,1.05,0.8,5,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.05,0.8,7,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.05,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.05,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,0.1,3,2,0.864,0.744,0.985,0.979,7.588,16.013,0.6
1.332,2000,daytime,1.1,0.1,5,2,0.856,0.728,0.985,0.978,8.321,16.582,0.4
1.332,2000,daytime,1.1,0.1,7,2,0.852,0.72,0.985,0.978,8.133,15.946,0.0
1.332,2000,daytime,1.1,0.2,3,2,0.814,0.627,1.0,1.0,6.048,11.678,0.0
1.332,2000,daytime,1.1,0.2,5,2,0.812,0.623,1.0,1.0,7.034,13.183,0.0
1.332,2000,daytime,1.1,0.2,7,2,0.806,0.611,1.0,1.0,6.323,11.954,0.0
1.332,2000,daytime,1.1,0.3,3,2,0.8,0.599,1.0,1.0,7.615,18.58,0.0
1.332,2000,daytime,1.1,0.3,5,2,0.796,0.591,1.0,1.0,8.7,21.034,0.0
1.332,2000,daytime,1.1,0.3,7,2,0.792,0.583,1.0,1.0,8.711,20.925,0.0
1.332,2000,daytime,1.1,0.4,3,2,0.772,0.542,1.0,1.0,6.09,15.249,0.0
1.332,2000,daytime,1.1,0.4,5,2,0.768,0.534,1.0,1.0,7.537,18.747,0.0
1.332,2000,daytime,1.1,0.4,7,2,0.766,0.529,1.0,1.0,6.552,13.838,0.0
1.332,2000,daytime,1.1,0.5,3,2,0.75,0.498,1.0,1.0,5.943,14.332,0.0
1.332,2000,daytime,1.1,0.5,5,2,0.744,0.486,1.0,1.0,7.198,16.088,0.0
1.332,2000,daytime,1.1,0.5,7,2,0.744,0.486,1.0,1.0,7.516,16.6,0.1
1.332,2000,daytime,1.1,0.6,3,2,0.704,0.404,1.0,1.0,8.869,21.54,0.0
1.332,2000,daytime,1.1,0.6,5,2,0.696,0.388,1.0,1.0,10.314,23.477,0.0
1.332,2000,daytime,1.1,0.6,7,2,0.692,0.38,1.0,1.0,9.386,21.65,0.0
1.332,2000,daytime,1.1,0.7,3,2,0.646,0.287,1.0,1.0,3.728,9.644,0.0
1.332,2000,daytime,1.1,0.7,5,2,0.64,0.275,1.0,1.0,8.298,19.42,0.0
1.332,2000,daytime,1.1,0.7,7,2,0.64,0.275,1.0,1.0,10.158,24.52,0.0
1.332,2000,daytime,1.1,0.8,3,2,0.588,0.169,1.0,1.0,1.12,2.616,0.0
1.332,2000,daytime,1.1,0.8,5,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.1,0.8,7,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,0.1,3,2,0.856,0.728,0.985,0.978,7.426,15.652,0.4
1.332,2000,daytime,1.15,0.1,5,2,0.85,0.717,0.985,0.978,7.514,15.092,0.0
1.332,2000,daytime,1.15,0.1,7,2,0.846,0.708,0.985,0.977,8.048,16.509,0.0
1.332,2000,daytime,1.15,0.2,3,2,0.814,0.627,1.0,1.0,6.269,11.942,0.0
1.332,2000,daytime,1.15,0.2,5,2,0.81,0.618,1.0,1.0,7.001,13.133,0.0
1.332,2000,daytime,1.15,0.2,7,2,0.806,0.611,1.0,1.0,6.395,12.016,0.0
1.332,2000,daytime,1.15,0.3,3,2,0.796,0.591,1.0,1.0,8.263,19.928,0.0
1.332,2000,daytime,1.15,0.3,5,2,0.79,0.578,1.0,1.0,8.635,21.079,0.0
1.332,2000,daytime,1.15,0.3,7,2,0.786,0.571,1.0,1.0,6.173,12.195,0.0
1.332,2000,daytime,1.15,0.4,3,2,0.77,0.538,1.0,1.0,6.103,15.271,0.0
1.332,2000,daytime,1.15,0.4,5,2,0.764,0.526,1.0,1.0,6.389,13.885,0.0
1.332,2000,daytime,1.15,0.4,7,2,0.764,0.526,1.0,1.0,6.58,13.935,0.0
1.332,2000,daytime,1.15,0.5,3,2,0.748,0.494,1.0,1.0,5.982,14.373,0.0
1.332,2000,daytime,1.15,0.5,5,2,0.74,0.478,1.0,1.0,7.474,16.52,0.0
1.332,2000,daytime,1.15,0.5,7,2,0.738,0.473,1.0,1.0,7.561,16.691,0.0
1.332,2000,daytime,1.15,0.6,3,2,0.702,0.399,1.0,1.0,7.523,17.107,0.0
1.332,2000,daytime,1.15,0.6,5,2,0.69,0.375,1.0,1.0,6.697,13.944,0.0
1.332,2000,daytime,1.15,0.6,7,2,0.688,0.371,1.0,1.0,7.972,19.569,0.0
1.332,2000,daytime,1.15,0.7,3,2,0.646,0.287,1.0,1.0,3.739,9.685,0.0
1.332,2000,daytime,1.15,0.7,5,2,0.64,0.275,1.0,1.0,8.309,19.461,0.0
1.332,2000,daytime,1.15,0.7,7,2,0.64,0.275,1.0,1.0,10.184,24.614,0.0
1.332,2000,daytime,1.15,0.8,3,2,0.588,0.169,1.0,1.0,1.12,2.616,0.0
1.332,2000,daytime,1.15,0.8,5,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.15,0.8,7,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,daytime,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,0.1,3,2,0.856,0.725,0.988,0.983,8.125,20.809,0.2
1.332,2000,daytime,1.2,0.1,5,2,0.85,0.712,0.988,0.983,8.988,22.733,0.0
1.332,2000,daytime,1.2,0.1,7,2,0.842,0.696,0.988,0.982,7.219,13.623,0.0
1.332,2000,daytime,1.2,0.2,3,2,0.812,0.623,1.0,1.0,6.247,11.96,0.0
1.332,2000,daytime,1.2,0.2,5,2,0.808,0.615,1.0,1.0,8.197,17.169,0.0
1.332,2000,daytime,1.2,0.2,7,2,0.802,0.603,1.0,1.0,7.485,15.961,0.0
1.332,2000,daytime,1.2,0.3,3,2,0.792,0.583,1.0,1.0,6.086,12.693,0.0
1.332,2000,daytime,1.2,0.3,5,2,0.786,0.571,1.0,1.0,6.03,12.172,0.0
1.332,2000,daytime,1.2,0.3,7,2,0.784,0.567,1.0,1.0,6.205,12.226,0.1
1.332,2000,daytime,1.2,0.4,3,2,0.766,0.53,1.0,1.0,5.417,12.549,0.0
1.332,2000,daytime,1.2,0.4,5,2,0.762,0.521,1.0,1.0,6.455,13.945,0.0
1.332,2000,daytime,1.2,0.4,7,2,0.76,0.517,1.0,1.0,6.819,14.355,0.0
1.332,2000,daytime,1.2,0.5,3,2,0.744,0.486,1.0,1.0,6.346,15.013,0.0
1.332,2000,daytime,1.2,0.5,5,2,0.738,0.473,1.0,1.0,7.52,16.628,0.0
1.332,2000,daytime,1.2,0.5,7,2,0.734,0.465,1.0,1.0,7.524,18.247,0.0
1.332,2000,daytime,1.2,0.6,3,2,0.698,0.391,1.0,1.0,7.162,16.135,0.0
1.332,2000,daytime,1.2,0.6,5,2,0.688,0.371,1.0,1.0,6.523,13.671,0.0
1.332,2000,daytime,1.2,0.6,7,2,0.688,0.371,1.0,1.0,8.006,19.563,0.0
1.332,2000,daytime,1.2,0.7,3,2,0.646,0.287,1.0,1.0,3.739,9.685,0.0
1.332,2000,daytime,1.2,0.7,5,2,0.64,0.275,1.0,1.0,8.309,19.461,0.0
1.332,2000,daytime,1.2,0.7,7,2,0.64,0.275,1.0,1.0,10.184,24.614,0.0
1.332,2000,daytime,1.2,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
1.332,2000,daytime,1.2,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
1.332,2000,daytime,1.2,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
1.332,2000,daytime,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,daytime,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,simple,1.0,0.1,3,2,0.818,0.647,0.988,0.981,6.753,15.062,0.0
1.332,2000,simple,1.0,0.1,5,2,0.818,0.643,0.992,0.987,7.54,16.337,0.0
1.332,2000,simple,1.0,0.1,7,2,0.816,0.639,0.992,0.987,7.116,15.288,0.0
1.332,2000,simple,1.0,0.2,3,2,0.806,0.612,1.0,1.0,8.262,21.275,0.0
1.332,2000,simple,1.0,0.2,5,2,0.8,0.599,1.0,1.0,8.612,21.916,0.0
1.332,2000,simple,1.0,0.2,7,2,0.796,0.591,1.0,1.0,9.212,24.413,0.0
1.332,2000,simple,1.0,0.3,3,2,0.78,0.559,1.0,1.0,4.801,10.275,0.0
1.332,2000,simple,1.0,0.3,5,2,0.778,0.555,1.0,1.0,5.73,11.777,0.0
1.332,2000,simple,1.0,0.3,7,2,0.778,0.555,1.0,1.0,5.894,11.828,0.1
1.332,2000,simple,1.0,0.4,3,2,0.766,0.53,1.0,1.0,7.201,19.36,0.0
1.332,2000,simple,1.0,0.4,5,2,0.762,0.522,1.0,1.0,6.109,12.652,0.0
1.332,2000,simple,1.0,0.4,7,2,0.76,0.518,1.0,1.0,6.357,12.716,0.0
1.332,2000,simple,1.0,0.5,3,2,0.734,0.465,1.0,1.0,5.142,12.243,0.0
1.332,2000,simple,1.0,0.5,5,2,0.73,0.456,1.0,1.0,6.408,14.019,0.0
1.332,2000,simple,1.0,0.5,7,2,0.724,0.444,1.0,1.0,6.363,14.143,0.0
1.332,2000,simple,1.0,0.6,3,2,0.678,0.35,1.0,1.0,4.639,10.635,0.0
1.332,2000,simple,1.0,0.6,5,2,0.674,0.342,1.0,1.0,5.111,12.032,0.0
1.332,2000,simple,1.0,0.6,7,2,0.67,0.335,1.0,1.0,5.191,12.111,0.0
1.332,2000,simple,1.0,0.7,3,2,0.638,0.27,1.0,1.0,3.167,7.463,0.0
1.332,2000,simple,1.0,0.7,5,2,0.636,0.266,1.0,1.0,7.803,19.559,0.0
1.332,2000,simple,1.0,0.7,7,2,0.636,0.266,1.0,1.0,10.095,25.704,0.0
1.332,2000,simple,1.0,0.8,3,2,0.588,0.169,1.0,1.0,1.12,2.616,0.0
1.332,2000,simple,1.0,0.8,5,2,0.588,0.169,1.0,1.0,2.775,6.322,0.0
1.332,2000,simple,1.0,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
1.332,2000,simple,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1.332,2000,simple,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
