,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_medfilt_kernel_size,param_splitter,param_th_majority,param_th_mode,param_th_multiplier,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_detection_time_mean,split1_test_detection_time_mean,split2_test_detection_time_mean,split3_test_detection_time_mean,split4_test_detection_time_mean,mean_test_detection_time_mean,std_test_detection_time_mean,rank_test_detection_time_mean,split0_test_detection_time_std,split1_test_detection_time_std,split2_test_detection_time_std,split3_test_detection_time_std,split4_test_detection_time_std,mean_test_detection_time_std,std_test_detection_time_std,rank_test_detection_time_std,split0_test_detection_time_median,split1_test_detection_time_median,split2_test_detection_time_median,split3_test_detection_time_median,split4_test_detection_time_median,mean_test_detection_time_median,std_test_detection_time_median,rank_test_detection_time_median
42,0.20422749519348143,0.016268667108383494,0.0,0.0,squared_error,3,best,0.5,simple,1.4,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'simple', 'th_multiplier': 1.4}",,,,,,,,2361,,,,,,,,2361,,,,,,,,2361,,,,,,,,2361,,,,,,,,2361,,,,,,,,2361,,,,,,,,2361
43,0.1911102294921875,0.0062177688432809705,0.0,0.0,squared_error,3,best,0.5,simple,1.6,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'simple', 'th_multiplier': 1.6}",,,,,,,,2360,,,,,,,,2360,,,,,,,,2360,,,,,,,,2360,,,,,,,,2360,,,,,,,,2360,,,,,,,,2360
44,0.2444509506225586,0.03491882394690555,0.0,0.0,squared_error,3,best,0.5,simple,1.8,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'simple', 'th_multiplier': 1.8}",,,,,,,,2359,,,,,,,,2359,,,,,,,,2359,,,,,,,,2359,,,,,,,,2359,,,,,,,,2359,,,,,,,,2359
45,0.20572128295898437,0.024434044826539096,0.0,0.0,squared_error,3,best,0.5,daytime,1.0,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'daytime', 'th_multiplier': 1.0}",,,,,,,,2372,,,,,,,,2372,,,,,,,,2372,,,,,,,,2372,,,,,,,,2372,,,,,,,,2372,,,,,,,,2372
46,0.22123236656188966,0.040204559548641446,0.0,0.0,squared_error,3,best,0.5,daytime,1.2,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'daytime', 'th_multiplier': 1.2}",,,,,,,,2358,,,,,,,,2358,,,,,,,,2358,,,,,,,,2358,,,,,,,,2358,,,,,,,,2358,,,,,,,,2358
47,0.23310985565185546,0.0267235889097408,0.0,0.0,squared_error,3,best,0.5,daytime,1.4,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'daytime', 'th_multiplier': 1.4}",,,,,,,,2356,,,,,,,,2356,,,,,,,,2356,,,,,,,,2356,,,,,,,,2356,,,,,,,,2356,,,,,,,,2356
48,0.23048725128173828,0.029932439711208018,0.0,0.0,squared_error,3,best,0.5,daytime,1.6,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'daytime', 'th_multiplier': 1.6}",,,,,,,,2355,,,,,,,,2355,,,,,,,,2355,,,,,,,,2355,,,,,,,,2355,,,,,,,,2355,,,,,,,,2355
49,0.20554227828979493,0.028624350206031216,0.0,0.0,squared_error,3,best,0.5,daytime,1.8,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'daytime', 'th_multiplier': 1.8}",,,,,,,,2354,,,,,,,,2354,,,,,,,,2354,,,,,,,,2354,,,,,,,,2354,,,,,,,,2354,,,,,,,,2354
50,0.2130420684814453,0.01937179230727195,0.0,0.0,squared_error,3,best,0.6,simple,1.0,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.6, 'th_mode': 'simple', 'th_multiplier': 1.0}",,,,,,,,2353,,,,,,,,2353,,,,,,,,2353,,,,,,,,2353,,,,,,,,2353,,,,,,,,2353,,,,,,,,2353
51,0.2530632019042969,0.05288647618533441,0.0,0.0,squared_error,3,best,0.6,simple,1.2,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.6, 'th_mode': 'simple', 'th_multiplier': 1.2}",,,,,,,,2352,,,,,,,,2352,,,,,,,,2352,,,,,,,,2352,,,,,,,,2352,,,,,,,,2352,,,,,,,,2352
